"","ymd","state","id","region","var","value","var2","lty"
"247",2021-10-05,"National","national",NA,"hosp_case",7.30785199777145,"New admission:New case ratio",TRUE
"248",2021-10-12,"National","national",NA,"hosp_case",7.60105001134264,"New admission:New case ratio",TRUE
"249",2021-10-19,"National","national",NA,"hosp_case",7.766918500158,"New admission:New case ratio",TRUE
"250",2021-10-26,"National","national",NA,"hosp_case",7.77482716261259,"New admission:New case ratio",TRUE
"251",2021-11-02,"National","national",NA,"hosp_case",7.20877722341684,"New admission:New case ratio",TRUE
"252",2021-11-09,"National","national",NA,"hosp_case",6.95331796292785,"New admission:New case ratio",TRUE
"253",2021-11-16,"National","national",NA,"hosp_case",6.55836284812347,"New admission:New case ratio",TRUE
"254",2021-11-23,"National","national",NA,"hosp_case",6.54544461570203,"New admission:New case ratio",TRUE
"255",2021-11-30,"National","national",NA,"hosp_case",7.88968622221629,"New admission:New case ratio",TRUE
"256",2021-12-07,"National","national",NA,"hosp_case",6.19841711325644,"New admission:New case ratio",TRUE
"257",2021-12-14,"National","national",NA,"hosp_case",6.73255671758303,"New admission:New case ratio",TRUE
"258",2021-12-21,"National","national",NA,"hosp_case",5.28063886356003,"New admission:New case ratio",TRUE
"259",2021-12-28,"National","national",NA,"hosp_case",3.9472952936597,"New admission:New case ratio",TRUE
"260",2022-01-04,"National","national",NA,"hosp_case",3.09246957043472,"New admission:New case ratio",TRUE
"261",2022-01-11,"National","national",NA,"hosp_case",2.78414733852157,"New admission:New case ratio",TRUE
"262",2022-01-18,"National","national",NA,"hosp_case",2.86451044810402,"New admission:New case ratio",TRUE
"263",2022-01-25,"National","national",NA,"hosp_case",3.06651350326431,"New admission:New case ratio",TRUE
"264",2022-02-01,"National","national",NA,"hosp_case",3.89164572686059,"New admission:New case ratio",TRUE
"265",2022-02-08,"National","national",NA,"hosp_case",5.15911630081822,"New admission:New case ratio",TRUE
"266",2022-02-15,"National","national",NA,"hosp_case",6.44499249590385,"New admission:New case ratio",TRUE
"267",2022-02-22,"National","national",NA,"hosp_case",7.67104611660227,"New admission:New case ratio",TRUE
"268",2022-03-01,"National","national",NA,"hosp_case",7.6041755632459,"New admission:New case ratio",TRUE
"269",2022-03-08,"National","national",NA,"hosp_case",8.24279627694734,"New admission:New case ratio",TRUE
"270",2022-03-15,"National","national",NA,"hosp_case",7.50070958736876,"New admission:New case ratio",TRUE
"271",2022-03-22,"National","national",NA,"hosp_case",6.63258549413713,"New admission:New case ratio",TRUE
"272",2022-03-29,"National","national",NA,"hosp_case",5.72161263575175,"New admission:New case ratio",TRUE
"273",2022-04-05,"National","national",NA,"hosp_case",5.24311989466096,"New admission:New case ratio",TRUE
