v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
27014,2022-03-30,USA-35,New Mexico,134,121.86,5.8099999,21,10.71,.50999999,40,4,8,35,2096829,1620991,77.300003,NM,2022-03-30,2022,13,2022-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4285714285714,11.5714285714286,34.8571428571429,.031612553,94,0.834782608695652,FALSE,0.805385556915545,0.805385556915545,.805385556915545,96,115,0.55185370726123,.55185370726123,2.21422783777654,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7.14,6.29,9.14,0.55,0.46,0.39,0.33,0.34,0.34,0.34,0.29,0.3,0.3,0.25,0.22,0.22,0.22,0.2,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,264.71,264.71,264.71,280.43,280.14,292.86,365.71,361.14,361.14,361.14,372.57,405.71,420.29,367.29,494.43,494.43,494.43,568.86,621.57,698.71,748.57,850.88,850.88,972.29,993.71,1112.71,1216.86,1322.14,1545,1545,1545,1684,1873.71,1988.14,2040.14,7.14285714285714,12.5714285714286,22.1428571428571,Wednesday,6.85,0.619983794577431,0.0424735195880507,FALSE,FALSE,2022-03-30 New Mexico,232.733060842939,198.622995488377,30mar2022,3,35,22797,3.5699999,1,3.7099998,1,2.73,1,2.1000001,1,1.4,1,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,3.8629758,40.669998,3.1612554,0,0,0,0,,,,3,1,2,1,,1,5,,1,,,1,,,1,,0,0,,,,,
27021,2022-04-06,USA-35,New Mexico,148,137.57001,6.5599999,18,11.14,.52999997,40,4,8,35,2096829,1620991,77.300003,NM,2022-04-06,2022,14,2022-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7142857142857,7.14285714285714,34.5714285714286,.026585272,77.8571428571429,0.7625,FALSE,0.833333333333333,0.833333333333333,.833333333333333,61,80,0.340650436581006,.340650436581006,1.98939854963308,NA,FALSE,FALSE,FALSE,FALSE,FALSE,4.57,4.14,10.71,0.29,0.3,0.3,0.25,0.22,0.22,0.22,0.2,0.18,0.2,0.33,0.39,0.39,0.39,0.48,137.57001,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,264.71,264.71,264.71,280.43,280.14,292.86,365.71,361.14,361.14,361.14,372.57,405.71,420.29,367.29,494.43,494.43,494.43,568.86,621.57,698.71,748.57,850.88,850.88,972.29,993.71,1112.71,1216.86,1322.14,7.57142857142857,11.5714285714286,17.7142857142857,Wednesday,6.45,0.599544768382571,0.0319046454505752,FALSE,FALSE,2022-04-06 New Mexico,168.235234761174,152.560624049481,06apr2022,3,35,22797,3.7099998,1,2.73,1,2.1000001,1,1.4,1,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,2.384553,45.919998,2.6585271,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27028,2022-04-13,USA-35,New Mexico,168,115,5.48,7,8.1400003,.38999999,40,4,8,35,2096829,1620991,77.300003,NM,2022-04-13,2022,15,2022-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8571428571429,7.57142857142857,31.2857142857143,.020738482,60.8571428571429,0.810126582278481,FALSE,0.871165644171779,0.871165644171779,.871165644171779,64,79,0.361089462775866,.361089462775866,1.85313837500067,NA,FALSE,FALSE,FALSE,FALSE,FALSE,8.14,10.43,11.14,0.2,0.18,0.2,0.33,0.39,0.39,0.39,0.48,0.5,0.5,0.43,0.43,0.43,0.43,0.4,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,264.71,264.71,264.71,280.43,280.14,292.86,365.71,361.14,361.14,361.14,372.57,405.71,420.29,367.29,494.43,494.43,494.43,568.86,621.57,698.71,748.57,8,7.14285714285714,12.5714285714286,Wednesday,6.47,0.361089462775866,0.028226542337493,FALSE,FALSE,2022-04-13 New Mexico,137.417117698145,132.071663011697,13apr2022,3,35,22797,2.73,1,2.1000001,1,1.4,1,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,2.5276263,38.360001,2.0738482,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27035,2022-04-20,USA-35,New Mexico,189,154.42999,7.3600001,7,6.29,.30000001,40,4,8,35,2096829,1620991,77.300003,NM,2022-04-20,2022,16,2022-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4285714285714,8,33.4285714285714,.019739712,58,0.697368421052632,FALSE,0.749077490774908,0.749077490774908,.749077490774908,53,76,0.381528488970727,.381528488970727,1.97577253216983,NA,FALSE,FALSE,FALSE,FALSE,FALSE,9,10.29,8.14,0.48,0.5,0.5,0.43,0.43,0.43,0.43,0.4,0.48,0.49,0.48,0.45,0.45,0.45,0.37,154.42999,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,264.71,264.71,264.71,280.43,280.14,292.86,365.71,361.14,361.14,361.14,372.57,405.71,420.29,367.29,8.57142857142857,7.57142857142857,11.5714285714286,Wednesday,5.35,0.347463445312626,0.0206367415347148,FALSE,FALSE,2022-04-20 New Mexico,129.738819282628,128.475711027708,20apr2022,3,35,22797,2.1000001,1,1.4,1,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,,,2.6706994,51.52,1.9739711,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27042,2022-04-27,USA-35,New Mexico,240,176,8.3900003,9,4.1399999,.2,40,4,8,35,2096829,1620991,77.300003,NM,2022-04-27,2022,17,2022-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8571428571429,8.57142857142857,33.2857142857143,.017634541,51.5714285714286,0.647727272727273,FALSE,0.750519750519751,0.750519750519751,.750519750519751,57,88,0.408780523897207,.408780523897207,1.9962115583647,NA,FALSE,FALSE,FALSE,FALSE,FALSE,9.43,8,6.29,0.4,0.48,0.49,0.48,0.45,0.45,0.45,0.37,0.39,0.38,0.44,0.46,0.46,0.46,0.42,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,264.71,264.71,264.71,280.43,280.14,292.86,365.71,7.28571428571429,8,7.14285714285714,Wednesday,7.22,0.388341497702347,0.0202514389786402,FALSE,FALSE,2022-04-27 New Mexico,130.358122199758,134.887766974592,27apr2022,3,35,22797,1.4,1,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,,,,,2.8614638,58.730003,1.7634541,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27049,2022-05-04,USA-35,New Mexico,245,206.42999,9.8400002,8,10.43,.5,40,4,8,35,2096829,1620991,77.300003,NM,2022-05-04,2022,18,2022-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4285714285714,7.28571428571429,36.1428571428571,.019519465,57,0.837837837837838,FALSE,0.725454545454545,0.725454545454545,.725454545454545,62,74,0.347463445312626,.347463445312626,2.07115465441252,NA,FALSE,FALSE,FALSE,FALSE,FALSE,9.71,11.71,4.14,0.37,0.39,0.38,0.44,0.46,0.46,0.46,0.42,0.42,0.56,0.63,0.7,0.7,0.7,0.7,206.42999,205.71,203.57,187.29,187.29,187.29,180.86,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,116.22,143.86,143.86,164.86,191.14,212.29,222.86,9.14285714285714,8.57142857142857,7.57142857142857,Wednesday,8.05,0.401967515165587,0.0174281819927157,FALSE,FALSE,2022-05-04 New Mexico,146.990534635885,155.980862063366,04may2022,3,35,22797,3.5,1,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,,,,,,,2.4322441,68.880005,1.9519465,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27056,2022-05-11,USA-35,New Mexico,354,283,13.5,13,10.29,.49000001,40,4,8,35,2096829,1620991,77.300003,NM,2022-05-11,2022,19,2022-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5714285714286,9.14285714285714,34.4285714285714,.019026291,54.1428571428571,0.862068965517241,FALSE,0.881395348837209,0.881395348837209,.881395348837209,75,87,0.436032558823688,.436032558823688,2.07796766314414,NA,FALSE,FALSE,FALSE,FALSE,FALSE,14.71,9.29,10.43,0.42,0.42,0.56,0.63,0.7,0.7,0.7,0.7,0.62,0.44,0.32,0.31,0.31,0.31,0.31,283,267.43,255.29,230.14,230.14,230.14,218.14,206.43,205.71,203.57,187.29,187.29,187.29,180.86,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,150.57,150.57,150.57,146.71,148.57,143.57,142.14,13.8571428571429,7.28571428571429,8,Wednesday,9.81,0.354276454044246,0.0191964574161122,FALSE,FALSE,2022-05-11 New Mexico,171.086352937112,182.558050790746,11may2022,3,35,22797,3.4300001,1,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,,,,,,,,,3.052228,94.5,1.902629,0,0,0,0,,,,3,1,2,1,,1,6,,1,,,1,,,1,,0,0,,,,,
27063,2022-05-18,USA-35,New Mexico,612,413.85999,19.74,12,8,.38,40,4,8,35,2096829,1620991,77.300003,NM,2022-05-18,2022,20,2022-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2857142857143,13.8571428571429,30.4285714285714,.028456381,82.4285714285714,0.8203125,FALSE,0.876899696048632,0.876899696048632,.876899696048632,105,128,0.660861846967152,.660861846967152,2.11203270680224,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6.43,9.29,10.29,0.7,0.62,0.44,0.32,0.31,0.31,0.31,0.31,0.4,0.44,0.43,0.34,0.34,0.34,0.34,413.85999,377,359.57,313.86,313.86,313.86,304.29,283,267.43,255.29,230.14,230.14,230.14,218.14,206.43,205.71,203.57,187.29,187.29,187.29,180.86,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,103.71,103.71,103.71,110.86,121.86,135.29,139.57,15.7142857142857,9.14285714285714,8.57142857142857,Wednesday,12.75,0.401967515165587,0.0184426017920988,FALSE,FALSE,2022-05-18 New Mexico,206.101166343025,226.065874802891,18may2022,3,35,22797,2.6599998,1,3.9200001,1,3.0799999,1,,,,,,,,,,,,,,,,,,,,,4.6260328,138.17999,2.845638,0,0,1,0,,,,3,1,2,1,,1,6,,1,,,1,,1,2,,0,0,,,,,0
27070,2022-05-25,USA-35,New Mexico,931,584.85999,27.889999,32,11.71,.56,40,4,8,35,2096829,1620991,77.300003,NM,2022-05-25,2022,21,2022-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8571428571429,15.7142857142857,38.1428571428571,.03708268,108.571428571429,0.885496183206107,FALSE,0.824295010845987,0.824295010845987,.824295010845987,116,131,0.749430960478213,.749430960478213,2.56850429182079,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7.14,4.29,8,0.31,0.4,0.44,0.43,0.34,0.34,0.34,0.34,0.21,0.2,0.14,0.18,0.18,0.18,0.18,584.85999,539.29,515.86,457,457,457,421.14,413.86,377,359.57,313.86,313.86,313.86,304.29,283,267.43,255.29,230.14,230.14,230.14,218.14,206.43,205.71,203.57,187.29,187.29,187.29,180.86,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,141.43,141.43,141.43,137.43,137.57,135.57,134.86,19,13.8571428571429,7.28571428571429,Wednesday,17.98,0.626796803309051,0.0270887436140199,FALSE,FALSE,2022-05-25 New Mexico,269.000785470877,304.520948967303,25may2022,3,35,22797,3.9200001,1,3.0799999,1,,,,,,,,,,,,,,,,,,,,,,,5.2460165,195.23,3.7082679,0,1,1,0,,,,3,1,2,1,,1,6,,1,,1,2,,,2,,0,0,,,,0,
27077,2022-06-01,USA-35,New Mexico,554,618.71002,29.51,6,9.29,.44,40,4,8,35,2096829,1620991,77.300003,NM,2022-06-01,2022,22,2022-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,19,34,.047013555,135.142857142857,0.944099378881988,FALSE,0.918446601941748,0.918446601941748,.918446601941748,152,161,0.906130161305476,.906130161305476,2.52762623943106,NA,FALSE,FALSE,FALSE,TRUE,TRUE,3.86,3.14,11.71,0.34,0.21,0.2,0.14,0.18,0.18,0.18,0.18,0.18,0.15,0.18,0.15,0.15,0.15,NA,618.71002,672.57,647.29,647.29,647.29,647.29,625,584.86,539.29,515.86,457,457,457,421.14,413.86,377,359.57,313.86,313.86,313.86,304.29,283,267.43,255.29,230.14,230.14,230.14,218.14,206.43,205.71,203.57,187.29,187.29,187.29,180.86,176,168.71,163.43,169.29,169.29,169.29,163.86,154.43,151.43,146.57,127.43,127.43,127.43,123,115,112.14,113.14,22,15.7142857142857,9.14285714285714,Wednesday,25.72,0.769869986673074,0.0365833964612966,FALSE,TRUE,2022-06-01 New Mexico,375.181451208078,430.50356976531,01jun2022,3,35,22797,3.0799999,1,,,,,,,,,,,,,,,,,,,,,,,,,6.3429112,206.57001,4.7013555,0,1,1,0,,,,3,1,2,1,,1,6,,1,,,2,,,2,,0,0,,,,,
27561,2021-06-02,USA-36,New York,403,742,3.8099999,9,18.43,.090000004,40,1,2,36,19453561,15425262,79.300003,NY,2021-06-02,2021,22,2021-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,118.428571428571,145.571428571429,.031169543,1137.42857142857,0.703856749311295,FALSE,0.752836611195159,0.752836611195159,.752836611195159,1022,1452,0.608775799086714,.608775799086714,1.35707801774698,NA,FALSE,FALSE,FALSE,FALSE,FALSE,9.43,8.71,22.71,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,742,810.43,877.14,940,972.29,1036.14,1131.14,1202.86,1265.86,1352.14,1411.43,1527.71,1591.71,1655.14,1734.71,1837.71,1823.43,1863.71,1937.29,2118.29,2179.14,2240.29,2287.43,2399.57,2510.86,2575.14,2692.86,2882.43,3058.14,3147.57,3306,3388.57,3559.57,3604,3755.14,3957.29,4136.57,4324.57,4633,4855.14,5172.86,5378.57,5622.43,5871.71,5926.57,6009.57,6148.43,6311.57,6635.57,6885.14,6949.43,7101.29,96,153.285714285714,224.714285714286,Wednesday,6.51,0.828346322520885,0.0390820635168117,FALSE,FALSE,2021-06-02 New York,1906.3449786773,1684.10974030004,02jun2021,3,36,22797,.63,0,.63,0,.41999999,0,.28,0,.28,0,.20999999,0,.20999999,0,.20999999,0,.20999999,0,.28,0,.49000001,0,.69999999,0,.83999997,0,4.2614307,26.67,3.1169543,0,0,0,1,,1,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
27568,2021-06-09,USA-36,New York,426,570.42999,2.9300001,8,17.290001,.090000004,40,1,2,36,19453561,15425262,79.300003,NY,2021-06-09,2021,23,2021-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.285714285714,96,156.285714285714,.023161501,873.142857142857,0.655764513491415,FALSE,0.691559176284227,0.691559176284227,.691559176284227,802,1223,0.493482915544357,.493482915544357,1.29686135245734,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7.57,7.29,18.43,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.02,570.42999,567.14,569.86,570.57,621.57,623.57,648.29,742,810.43,877.14,940,972.29,1036.14,1131.14,1202.86,1265.86,1352.14,1411.43,1527.71,1591.71,1655.14,1734.71,1837.71,1823.43,1863.71,1937.29,2118.29,2179.14,2240.29,2287.43,2399.57,2510.86,2575.14,2692.86,2882.43,3058.14,3147.57,3306,3388.57,3559.57,3604,3755.14,3957.29,4136.57,4324.57,4633,4855.14,5172.86,5378.57,5622.43,5871.71,5926.57,76.2857142857143,118.428571428571,189.714285714286,Wednesday,4.17,0.632274985541208,0.0322280661543851,FALSE,FALSE,2021-06-09 New York,1373.15766566711,1175.07052127392,09jun2021,3,36,22797,.63,0,.41999999,0,.28,0,.28,0,.20999999,0,.20999999,0,.20999999,0,.20999999,0,.28,0,.49000001,0,.69999999,0,.83999997,0,.98000002,1,3.4543805,20.51,2.3161502,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
27575,2021-06-16,USA-36,New York,286,432.57001,2.22,2,11.57,.059999999,40,1,2,36,19453561,15425262,79.300003,NY,2021-06-16,2021,24,2021-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.857142857143,76.2857142857143,152.571428571429,.018577522,705.285714285714,0.635386119257087,FALSE,0.649605263157895,0.649605263157895,.649605263157895,650,1023,0.392142673959355,.392142673959355,1.17642802187807,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7,5.57,17.29,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,432.57001,452.57,470,490.29,508.57,568.86,579,570.43,567.14,569.86,570.57,621.57,623.57,648.29,742,810.43,877.14,940,972.29,1036.14,1131.14,1202.86,1265.86,1352.14,1411.43,1527.71,1591.71,1655.14,1734.71,1837.71,1823.43,1863.71,1937.29,2118.29,2179.14,2240.29,2287.43,2399.57,2510.86,2575.14,2692.86,2882.43,3058.14,3147.57,3306,3388.57,3559.57,3604,3755.14,3957.29,4136.57,4324.57,62.1428571428571,96,153.285714285714,Wednesday,2.92,0.49421726512106,0.0241020264182356,FALSE,FALSE,2021-06-16 New York,928.356921234513,792.495108082734,16jun2021,3,36,22797,.41999999,0,.28,0,.28,0,.20999999,0,.20999999,0,.20999999,0,.20999999,0,.28,0,.49000001,0,.69999999,0,.83999997,0,.98000002,1,1.12,1,2.7449987,15.54,1.8577522,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
27582,2021-06-23,USA-36,New York,250,332.42999,1.71,8,8.71,.039999999,40,1,2,36,19453561,15425262,79.300003,NY,2021-06-23,2021,25,2021-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.571428571429,62.1428571428571,156.428571428571,.014481995,541.285714285714,0.568883610451306,FALSE,0.598389134554643,0.598389134554643,.598389134554643,479,842,0.319442065865767,.319442065865767,1.12355485235546,NA,FALSE,FALSE,FALSE,FALSE,FALSE,5,5.14,11.57,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.03,332.42999,337.57,347.71,362,372.86,378.71,417.43,432.57,452.57,470,490.29,508.57,568.86,579,570.43,567.14,569.86,570.57,621.57,623.57,648.29,742,810.43,877.14,940,972.29,1036.14,1131.14,1202.86,1265.86,1352.14,1411.43,1527.71,1591.71,1655.14,1734.71,1837.71,1823.43,1863.71,1937.29,2118.29,2179.14,2240.29,2287.43,2399.57,2510.86,2575.14,2692.86,2882.43,3058.14,3147.57,3306,55.5714285714286,76.2857142857143,118.428571428571,Wednesday,2.33,0.425188404910986,0.01907734371497,FALSE,FALSE,2021-06-23 New York,653.394376407111,576.806936933309,23jun2021,3,36,22797,.28,0,.28,0,.20999999,0,.20999999,0,.20999999,0,.20999999,0,.28,0,.49000001,0,.69999999,0,.83999997,0,.98000002,1,1.12,1,1.3299999,1,2.2360945,11.97,1.4481995,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
